domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network play,rout protocol,1,0.0,2015.0,,5da9aeeb-f393-4aa3-bb84-7847f828eb06
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),highway system,network energi highway,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),highway system,relay network,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),highway system,relay network energi,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),highway system,iot relay network,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),relay network,highway system,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),relay network,network energi,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),relay network,network energi highway,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),relay network,relay network energi,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),relay network,iot relay network,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),devic scheme,fact devic,1,0.0,2020.0,,d2cb61ed-bed3-4c23-99d8-dee39914c246
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),devic scheme,authent scheme,1,0.0,2020.0,,d2cb61ed-bed3-4c23-99d8-dee39914c246
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),devic scheme,authent scheme devic,1,0.0,2020.0,,d2cb61ed-bed3-4c23-99d8-dee39914c246
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),devic scheme,scheme devic,1,0.0,2020.0,,d2cb61ed-bed3-4c23-99d8-dee39914c246
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),fact devic,devic scheme,1,0.0,2020.0,,d2cb61ed-bed3-4c23-99d8-dee39914c246
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),fact devic,authent scheme,1,0.0,2020.0,,d2cb61ed-bed3-4c23-99d8-dee39914c246
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),fact devic,authent scheme devic,1,0.0,2020.0,,d2cb61ed-bed3-4c23-99d8-dee39914c246
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),fact devic,scheme devic,1,0.0,2020.0,,d2cb61ed-bed3-4c23-99d8-dee39914c246
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),scheme devic,devic scheme,1,0.0,2020.0,,d2cb61ed-bed3-4c23-99d8-dee39914c246
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),scheme devic,fact devic,1,0.0,2020.0,,d2cb61ed-bed3-4c23-99d8-dee39914c246
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),scheme devic,authent scheme,1,0.0,2020.0,,d2cb61ed-bed3-4c23-99d8-dee39914c246
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),scheme devic,authent scheme devic,1,0.0,2020.0,,d2cb61ed-bed3-4c23-99d8-dee39914c246
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),authent scheme,devic scheme,1,0.0,2020.0,,d2cb61ed-bed3-4c23-99d8-dee39914c246
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),authent scheme,fact devic,1,0.0,2020.0,,d2cb61ed-bed3-4c23-99d8-dee39914c246
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),authent scheme,authent scheme devic,1,0.0,2020.0,,d2cb61ed-bed3-4c23-99d8-dee39914c246
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),authent scheme,scheme devic,1,0.0,2020.0,,d2cb61ed-bed3-4c23-99d8-dee39914c246
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),authent scheme devic,devic scheme,1,0.0,2020.0,,d2cb61ed-bed3-4c23-99d8-dee39914c246
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),authent scheme devic,fact devic,1,0.0,2020.0,,d2cb61ed-bed3-4c23-99d8-dee39914c246
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),authent scheme devic,authent scheme,1,0.0,2020.0,,d2cb61ed-bed3-4c23-99d8-dee39914c246
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),authent scheme devic,scheme devic,1,0.0,2020.0,,d2cb61ed-bed3-4c23-99d8-dee39914c246
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),node vehicl,number sensor node,1,0.0,2016.0,,d39834e5-f153-4659-8275-fd6892bbfeff
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),node vehicl,number sensor,1,0.0,2016.0,,d39834e5-f153-4659-8275-fd6892bbfeff
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),node vehicl,sensor node,1,0.0,2016.0,,d39834e5-f153-4659-8275-fd6892bbfeff
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),sensor node,number sensor node,1,0.0,2016.0,,d39834e5-f153-4659-8275-fd6892bbfeff
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),sensor node,number sensor,1,0.0,2016.0,,d39834e5-f153-4659-8275-fd6892bbfeff
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),sensor node,node vehicl,1,0.0,2016.0,,d39834e5-f153-4659-8275-fd6892bbfeff
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),number sensor node,number sensor,1,0.0,2016.0,,d39834e5-f153-4659-8275-fd6892bbfeff
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),number sensor node,sensor node,1,0.0,2016.0,,d39834e5-f153-4659-8275-fd6892bbfeff
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),number sensor node,node vehicl,1,0.0,2016.0,,d39834e5-f153-4659-8275-fd6892bbfeff
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),number sensor,number sensor node,1,0.0,2016.0,,d39834e5-f153-4659-8275-fd6892bbfeff
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),number sensor,sensor node,1,0.0,2016.0,,d39834e5-f153-4659-8275-fd6892bbfeff
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),number sensor,node vehicl,1,0.0,2016.0,,d39834e5-f153-4659-8275-fd6892bbfeff
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),keyphras extract,qualiti keyphras,1,0.0,2018.0,,d81e03d6-9b53-4b7b-b0f0-80050ee5afcb
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),keyphras extract,keyphras extract techniqu,1,0.0,2018.0,,d81e03d6-9b53-4b7b-b0f0-80050ee5afcb
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),keyphras extract,extract techniqu,1,0.0,2020.0,,62a6425a-3f1f-47c2-93e0-6c68ba46570f
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),keyphras extract techniqu,qualiti keyphras,1,0.0,2018.0,,d81e03d6-9b53-4b7b-b0f0-80050ee5afcb
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),keyphras extract techniqu,keyphras extract,1,0.0,2018.0,,d81e03d6-9b53-4b7b-b0f0-80050ee5afcb
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),keyphras extract techniqu,extract techniqu,1,0.0,2020.0,,62a6425a-3f1f-47c2-93e0-6c68ba46570f
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),qualiti keyphras,keyphras extract techniqu,1,0.0,2018.0,,d81e03d6-9b53-4b7b-b0f0-80050ee5afcb
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),qualiti keyphras,keyphras extract,1,0.0,2018.0,,d81e03d6-9b53-4b7b-b0f0-80050ee5afcb
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),qualiti keyphras,extract techniqu,1,0.0,2020.0,,62a6425a-3f1f-47c2-93e0-6c68ba46570f
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),extract techniqu,qualiti keyphras,1,0.0,2020.0,,62a6425a-3f1f-47c2-93e0-6c68ba46570f
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),extract techniqu,keyphras extract techniqu,1,0.0,2020.0,,62a6425a-3f1f-47c2-93e0-6c68ba46570f
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),extract techniqu,keyphras extract,1,0.0,2020.0,,62a6425a-3f1f-47c2-93e0-6c68ba46570f
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),testb network protocol,desert underwat,1,0.0,2012.0,,e9b1c2aa-adb0-408c-9127-7907bb9bf8d2
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),testb network protocol,testb network,1,0.0,2012.0,,e9b1c2aa-adb0-408c-9127-7907bb9bf8d2
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),testb network,desert underwat,1,0.0,2012.0,,e9b1c2aa-adb0-408c-9127-7907bb9bf8d2
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),testb network,testb network protocol,1,0.0,2012.0,,e9b1c2aa-adb0-408c-9127-7907bb9bf8d2
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),desert underwat,testb network,1,0.0,2012.0,,e9b1c2aa-adb0-408c-9127-7907bb9bf8d2
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),desert underwat,testb network protocol,1,0.0,2012.0,,e9b1c2aa-adb0-408c-9127-7907bb9bf8d2
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),packet loss network,loss network,1,0.0,2012.0,,2008b332-a17f-4e15-b16f-2f5052ca1cec
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),packet loss network,probabl packet,1,0.0,2012.0,,2008b332-a17f-4e15-b16f-2f5052ca1cec
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),loss network,packet loss network,1,0.0,2012.0,,2008b332-a17f-4e15-b16f-2f5052ca1cec
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),loss network,probabl packet,1,0.0,2012.0,,2008b332-a17f-4e15-b16f-2f5052ca1cec
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),probabl packet,loss network,1,0.0,2012.0,,2008b332-a17f-4e15-b16f-2f5052ca1cec
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),probabl packet,packet loss network,1,0.0,2012.0,,2008b332-a17f-4e15-b16f-2f5052ca1cec
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),repeat repeat,paper repeat,1,0.0,2013.0,,e5030c88-f6cd-40e2-8f3f-e6dce76f9aa7
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),repeat repeat,multius network,1,0.0,2013.0,,e5030c88-f6cd-40e2-8f3f-e6dce76f9aa7
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),multius network,paper repeat,1,0.0,2013.0,,e5030c88-f6cd-40e2-8f3f-e6dce76f9aa7
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),multius network,repeat repeat,1,0.0,2013.0,,e5030c88-f6cd-40e2-8f3f-e6dce76f9aa7
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),paper repeat,multius network,1,0.0,2013.0,,e5030c88-f6cd-40e2-8f3f-e6dce76f9aa7
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),paper repeat,repeat repeat,1,0.0,2013.0,,e5030c88-f6cd-40e2-8f3f-e6dce76f9aa7
