domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),forc microscop,tube scanner pt,1,0.0,2012.0,,2305934a-a2f7-4e0f-aa81-9af9b569fc27
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper ilqg,paper ilqg control,1,0.0,2018.0,,d9acd504-9ba7-4ccc-9264-3af9ccb658dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper ilqg,control design,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper ilqg,ilqg control design,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper ilqg,control design frequenc,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control,control approach,1,0.0,2018.0,,d9acd504-9ba7-4ccc-9264-3af9ccb658dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control,paper ilqg,1,0.0,2018.0,,d9acd504-9ba7-4ccc-9264-3af9ccb658dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control,paper ilqg control,1,0.0,2018.0,,d9acd504-9ba7-4ccc-9264-3af9ccb658dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control,ilqg control paper,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control,voltag microgrid,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control,control paper,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control,paper voltag,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control,control paper voltag,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control,control design,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control,ilqg control design,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control,control design frequenc,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control approach,paper ilqg,1,0.0,2018.0,,d9acd504-9ba7-4ccc-9264-3af9ccb658dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control approach,ilqg control,1,0.0,2018.0,,d9acd504-9ba7-4ccc-9264-3af9ccb658dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control approach,paper ilqg control,1,0.0,2018.0,,d9acd504-9ba7-4ccc-9264-3af9ccb658dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),state control voltag,voltag control microgrid,1,0.0,2019.0,,c94e7111-851a-47e4-aebb-77e4b5137075
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),state control voltag,control voltag control,1,0.0,2019.0,,c94e7111-851a-47e4-aebb-77e4b5137075
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),state control voltag,voltag control,1,0.0,2019.0,,c94e7111-851a-47e4-aebb-77e4b5137075
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),state control voltag,control voltag,1,0.0,2019.0,,c94e7111-851a-47e4-aebb-77e4b5137075
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag control,voltag control microgrid,1,0.0,2019.0,,c94e7111-851a-47e4-aebb-77e4b5137075
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag control,voltag control,1,0.0,2019.0,,c94e7111-851a-47e4-aebb-77e4b5137075
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag control,control voltag,1,0.0,2019.0,,c94e7111-851a-47e4-aebb-77e4b5137075
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag control,state control voltag,1,0.0,2019.0,,c94e7111-851a-47e4-aebb-77e4b5137075
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power factor system,design implement,1,0.0,2019.0,,ba962627-aae6-4a0e-9596-4b98e892618c
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power factor system,paper design,1,0.0,2019.0,,ba962627-aae6-4a0e-9596-4b98e892618c
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power factor system,power factor,1,0.0,2019.0,,ba962627-aae6-4a0e-9596-4b98e892618c
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power factor system,paper design implement,1,0.0,2019.0,,ba962627-aae6-4a0e-9596-4b98e892618c
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power factor,power factor system,1,0.0,2019.0,,ba962627-aae6-4a0e-9596-4b98e892618c
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power factor,design implement,1,0.0,2019.0,,ba962627-aae6-4a0e-9596-4b98e892618c
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power factor,paper design,1,0.0,2019.0,,ba962627-aae6-4a0e-9596-4b98e892618c
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power factor,paper design implement,1,0.0,2019.0,,ba962627-aae6-4a0e-9596-4b98e892618c
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),time model control,model control mpc,1,0.0,2019.0,,0712f344-09b5-49d0-858d-6540ff3a0da2
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),time model control,paper design,1,0.0,2019.0,,0712f344-09b5-49d0-858d-6540ff3a0da2
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),model control mpc,paper design,1,0.0,2019.0,,0712f344-09b5-49d0-858d-6540ff3a0da2
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),model control mpc,time model control,1,0.0,2019.0,,0712f344-09b5-49d0-858d-6540ff3a0da2
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control paper,voltag microgrid,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control paper,control paper,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control paper,paper voltag,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control paper,control paper voltag,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control paper,ilqg control,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control design,paper ilqg,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control design,ilqg control design,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control design,paper ilqg control,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control design,control design frequenc,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control design,ilqg control,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control design frequenc,paper ilqg,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control design frequenc,control design,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control design frequenc,ilqg control design,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control design frequenc,paper ilqg control,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control design frequenc,ilqg control,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control design,paper ilqg,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control design,control design,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control design,paper ilqg control,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control design,control design frequenc,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),ilqg control design,ilqg control,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control oper,paper design,1,0.0,2020.0,,ee3f095d-1ce4-4b90-b0ac-1e84bc22b9f1
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper fault detect,fault detect classif,1,0.0,2021.0,,3019f853-5983-4e0f-aab0-1bf9ae86ff87
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper fault detect,classif fdc,1,0.0,2021.0,,3019f853-5983-4e0f-aab0-1bf9ae86ff87
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper fault detect,fault detect,1,0.0,2021.0,,3019f853-5983-4e0f-aab0-1bf9ae86ff87
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper fault detect,transmiss line,1,0.0,2021.0,,3019f853-5983-4e0f-aab0-1bf9ae86ff87
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag transmiss line,transmiss line,1,0.0,2020.0,,b4a1b90f-1ccf-4bc8-90ac-78c176de2567
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),transmiss line,energi power system,1,0.0,2019.0,,b2ae9982-1903-449a-a90c-980cc5b3c046
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),transmiss line,power transmiss line,1,0.0,2019.0,,b2ae9982-1903-449a-a90c-980cc5b3c046
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),transmiss line,voltag transmiss line,1,0.0,2020.0,,b4a1b90f-1ccf-4bc8-90ac-78c176de2567
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),transmiss line,power network,1,0.0,2021.0,,95590d43-dcf6-4a9d-a964-7bf71022a03f
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),transmiss line,fault analysi,1,0.0,2021.0,,95590d43-dcf6-4a9d-a964-7bf71022a03f
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),transmiss line,power system gener,1,0.0,2021.0,,95590d43-dcf6-4a9d-a964-7bf71022a03f
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),transmiss line,fault detect classif,1,0.0,2021.0,,3019f853-5983-4e0f-aab0-1bf9ae86ff87
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),transmiss line,classif fdc,1,0.0,2021.0,,3019f853-5983-4e0f-aab0-1bf9ae86ff87
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),transmiss line,fault detect,1,0.0,2021.0,,3019f853-5983-4e0f-aab0-1bf9ae86ff87
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),transmiss line,paper fault detect,1,0.0,2021.0,,3019f853-5983-4e0f-aab0-1bf9ae86ff87
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power transmiss line,transmiss line,1,0.0,2019.0,,b2ae9982-1903-449a-a90c-980cc5b3c046
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power transmiss line,energi power system,1,0.0,2019.0,,b2ae9982-1903-449a-a90c-980cc5b3c046
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power transmiss line,power transmiss,1,0.0,2021.0,,78c13ae8-0ee3-46cd-a33a-55f5d03d2986
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power transmiss line,fault power,1,0.0,2021.0,,78c13ae8-0ee3-46cd-a33a-55f5d03d2986
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),energi power system,transmiss line,1,0.0,2019.0,,b2ae9982-1903-449a-a90c-980cc5b3c046
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),energi power system,power transmiss line,1,0.0,2019.0,,b2ae9982-1903-449a-a90c-980cc5b3c046
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power system gener,transmiss line,1,0.0,2021.0,,95590d43-dcf6-4a9d-a964-7bf71022a03f
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power system gener,power network,1,0.0,2021.0,,95590d43-dcf6-4a9d-a964-7bf71022a03f
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power system gener,fault analysi,1,0.0,2021.0,,95590d43-dcf6-4a9d-a964-7bf71022a03f
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault analysi,transmiss line,1,0.0,2021.0,,95590d43-dcf6-4a9d-a964-7bf71022a03f
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault analysi,power network,1,0.0,2021.0,,95590d43-dcf6-4a9d-a964-7bf71022a03f
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault analysi,power system gener,1,0.0,2021.0,,95590d43-dcf6-4a9d-a964-7bf71022a03f
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power network,transmiss line,1,0.0,2021.0,,95590d43-dcf6-4a9d-a964-7bf71022a03f
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power network,fault analysi,1,0.0,2021.0,,95590d43-dcf6-4a9d-a964-7bf71022a03f
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power network,power system gener,1,0.0,2021.0,,95590d43-dcf6-4a9d-a964-7bf71022a03f
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),detect classif,fault detect classif,1,0.0,2020.0,,8c2f570a-c07c-432c-b54e-15d0eb7e76dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),detect classif,fault detect,1,0.0,2020.0,,8c2f570a-c07c-432c-b54e-15d0eb7e76dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),detect classif,power convert,1,0.0,2020.0,,8c2f570a-c07c-432c-b54e-15d0eb7e76dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault detect,fault detect classif,1,0.0,2020.0,,2badcb4d-a838-444a-b5f3-6e37e3e0aead
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault detect,detect classif,1,0.0,2020.0,,8c2f570a-c07c-432c-b54e-15d0eb7e76dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault detect,power convert,1,0.0,2020.0,,8c2f570a-c07c-432c-b54e-15d0eb7e76dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault detect,classif fdc,1,0.0,2021.0,,3019f853-5983-4e0f-aab0-1bf9ae86ff87
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault detect,paper fault detect,1,0.0,2021.0,,3019f853-5983-4e0f-aab0-1bf9ae86ff87
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault detect,transmiss line,1,0.0,2021.0,,3019f853-5983-4e0f-aab0-1bf9ae86ff87
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault detect classif,fault detect,1,0.0,2020.0,,2badcb4d-a838-444a-b5f3-6e37e3e0aead
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault detect classif,detect classif,1,0.0,2020.0,,8c2f570a-c07c-432c-b54e-15d0eb7e76dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault detect classif,power convert,1,0.0,2020.0,,8c2f570a-c07c-432c-b54e-15d0eb7e76dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault detect classif,classif fdc,1,0.0,2021.0,,3019f853-5983-4e0f-aab0-1bf9ae86ff87
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault detect classif,paper fault detect,1,0.0,2021.0,,3019f853-5983-4e0f-aab0-1bf9ae86ff87
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault detect classif,transmiss line,1,0.0,2021.0,,3019f853-5983-4e0f-aab0-1bf9ae86ff87
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power convert,fault detect classif,1,0.0,2020.0,,8c2f570a-c07c-432c-b54e-15d0eb7e76dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power convert,detect classif,1,0.0,2020.0,,8c2f570a-c07c-432c-b54e-15d0eb7e76dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power convert,fault detect,1,0.0,2020.0,,8c2f570a-c07c-432c-b54e-15d0eb7e76dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),transmiss line fault,classif fdc,1,0.0,2020.0,,9c76c65c-9a39-401b-8c47-fda0670cb368
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),classif fdc,transmiss line fault,1,0.0,2020.0,,9c76c65c-9a39-401b-8c47-fda0670cb368
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),classif fdc,fault detect classif,1,0.0,2021.0,,3019f853-5983-4e0f-aab0-1bf9ae86ff87
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),classif fdc,fault detect,1,0.0,2021.0,,3019f853-5983-4e0f-aab0-1bf9ae86ff87
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),classif fdc,paper fault detect,1,0.0,2021.0,,3019f853-5983-4e0f-aab0-1bf9ae86ff87
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),classif fdc,transmiss line,1,0.0,2021.0,,3019f853-5983-4e0f-aab0-1bf9ae86ff87
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power transmiss,power transmiss line,1,0.0,2021.0,,78c13ae8-0ee3-46cd-a33a-55f5d03d2986
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power transmiss,fault power,1,0.0,2021.0,,78c13ae8-0ee3-46cd-a33a-55f5d03d2986
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault power,fault power system,1,0.0,2020.0,,858c5721-91b6-44c2-add2-e82a41197f19
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault power,power system,1,0.0,2020.0,,858c5721-91b6-44c2-add2-e82a41197f19
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault power,oper power,1,0.0,2021.0,,79af9953-64ee-49a0-9d05-d699fe76d923
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault power,system fault power,1,0.0,2021.0,,79af9953-64ee-49a0-9d05-d699fe76d923
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault power,power system fault,1,0.0,2021.0,,79af9953-64ee-49a0-9d05-d699fe76d923
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault power,power transmiss,1,0.0,2021.0,,78c13ae8-0ee3-46cd-a33a-55f5d03d2986
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),fault power,power transmiss line,1,0.0,2021.0,,78c13ae8-0ee3-46cd-a33a-55f5d03d2986
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power system,system number power,1,0.0,2018.0,,eb866d76-bb1d-434c-b2f7-dd417d8790aa
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power system,stabil power system,1,0.0,2018.0,,eb866d76-bb1d-434c-b2f7-dd417d8790aa
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power system,multimachin power system,1,0.0,2018.0,,eb866d76-bb1d-434c-b2f7-dd417d8790aa
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power system,power system number,1,0.0,2018.0,,eb866d76-bb1d-434c-b2f7-dd417d8790aa
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power system,energi sourc,1,0.0,2019.0,,44b4f2d8-9e92-4f26-b11c-dcd345de0277
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power system,oper power system,1,0.0,2019.0,,7f6a5e18-751c-498d-9b6e-ca84a4454fee
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power system,fault power system,1,0.0,2020.0,,858c5721-91b6-44c2-add2-e82a41197f19
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power system,fault power,1,0.0,2020.0,,858c5721-91b6-44c2-add2-e82a41197f19
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),multimachin power system,system number power,1,0.0,2018.0,,eb866d76-bb1d-434c-b2f7-dd417d8790aa
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),multimachin power system,stabil power system,1,0.0,2018.0,,eb866d76-bb1d-434c-b2f7-dd417d8790aa
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),multimachin power system,power system,1,0.0,2018.0,,eb866d76-bb1d-434c-b2f7-dd417d8790aa
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),multimachin power system,power system number,1,0.0,2018.0,,eb866d76-bb1d-434c-b2f7-dd417d8790aa
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),stabil power system,system number power,1,0.0,2018.0,,eb866d76-bb1d-434c-b2f7-dd417d8790aa
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),stabil power system,multimachin power system,1,0.0,2018.0,,eb866d76-bb1d-434c-b2f7-dd417d8790aa
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),stabil power system,power system,1,0.0,2018.0,,eb866d76-bb1d-434c-b2f7-dd417d8790aa
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),stabil power system,power system number,1,0.0,2018.0,,eb866d76-bb1d-434c-b2f7-dd417d8790aa
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power system number,system number power,1,0.0,2018.0,,eb866d76-bb1d-434c-b2f7-dd417d8790aa
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power system number,stabil power system,1,0.0,2018.0,,eb866d76-bb1d-434c-b2f7-dd417d8790aa
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power system number,multimachin power system,1,0.0,2018.0,,eb866d76-bb1d-434c-b2f7-dd417d8790aa
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power system number,power system,1,0.0,2018.0,,eb866d76-bb1d-434c-b2f7-dd417d8790aa
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),power system number,oper power system,1,0.0,2019.0,,7f6a5e18-751c-498d-9b6e-ca84a4454fee
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system number power,stabil power system,1,0.0,2018.0,,eb866d76-bb1d-434c-b2f7-dd417d8790aa
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system number power,multimachin power system,1,0.0,2018.0,,eb866d76-bb1d-434c-b2f7-dd417d8790aa
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system number power,power system,1,0.0,2018.0,,eb866d76-bb1d-434c-b2f7-dd417d8790aa
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system number power,power system number,1,0.0,2018.0,,eb866d76-bb1d-434c-b2f7-dd417d8790aa
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system number power,oper power system,1,0.0,2019.0,,7f6a5e18-751c-498d-9b6e-ca84a4454fee
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),energi sourc,power system,1,0.0,2019.0,,44b4f2d8-9e92-4f26-b11c-dcd345de0277
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),energi sourc,load dynam,1,0.0,2021.0,,bb5b16cb-6276-408b-9477-cd05b0fa8e05
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),oper power system,power system number,1,0.0,2019.0,,7f6a5e18-751c-498d-9b6e-ca84a4454fee
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),oper power system,system number power,1,0.0,2019.0,,7f6a5e18-751c-498d-9b6e-ca84a4454fee
