domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",servic research,research problem,1,0.0,2021.0,,078d1a49-9a4b-42f1-a68d-ebb38076bc09
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network internet,network internet thing,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network internet,internet thing connect,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network internet,internet thing,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function vnf,growth commun,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function vnf,commun traffic network,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function vnf,network internet,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function vnf,thing connect,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function vnf,connect growth,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function vnf,traffic network function,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function vnf,thing connect growth,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function vnf,function vnf orchestr,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function vnf,network internet thing,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function vnf,internet thing connect,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function vnf,internet thing,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function vnf,iot servic,1,0.0,2020.0,,9e3483a9-4e86-4e2d-b8c9-e60ce887c4ba
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function vnf,network function,1,0.0,2020.0,,9e3483a9-4e86-4e2d-b8c9-e60ce887c4ba
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function vnf,function vnf,1,0.0,2020.0,,9e3483a9-4e86-4e2d-b8c9-e60ce887c4ba
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function vnf,internet thing servic,1,0.0,2020.0,,26e02d69-198d-4bba-a8d7-68bca6b14fb7
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",connect growth,growth commun,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",connect growth,network function vnf,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",connect growth,commun traffic network,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",connect growth,network internet,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",connect growth,thing connect,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",connect growth,traffic network function,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",connect growth,thing connect growth,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",connect growth,function vnf orchestr,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",connect growth,network internet thing,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",connect growth,internet thing connect,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",connect growth,internet thing,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",traffic network function,growth commun,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",traffic network function,network function vnf,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",traffic network function,commun traffic network,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",traffic network function,network internet,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",traffic network function,thing connect,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",traffic network function,connect growth,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",traffic network function,thing connect growth,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",traffic network function,function vnf orchestr,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",traffic network function,network internet thing,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",traffic network function,internet thing connect,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",traffic network function,internet thing,1,0.0,2020.0,,4d5672f8-ea64-415d-ad34-8bfa77d82f40
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",function vnf,iot servic,1,0.0,2020.0,,9e3483a9-4e86-4e2d-b8c9-e60ce887c4ba
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",function vnf,network function,1,0.0,2020.0,,9e3483a9-4e86-4e2d-b8c9-e60ce887c4ba
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",function vnf,network function vnf,1,0.0,2020.0,,9e3483a9-4e86-4e2d-b8c9-e60ce887c4ba
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",iot servic,network function,1,0.0,2020.0,,9e3483a9-4e86-4e2d-b8c9-e60ce887c4ba
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",iot servic,network function vnf,1,0.0,2020.0,,9e3483a9-4e86-4e2d-b8c9-e60ce887c4ba
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",iot servic,function vnf,1,0.0,2020.0,,9e3483a9-4e86-4e2d-b8c9-e60ce887c4ba
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function,iot servic,1,0.0,2020.0,,9e3483a9-4e86-4e2d-b8c9-e60ce887c4ba
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function,network function vnf,1,0.0,2020.0,,9e3483a9-4e86-4e2d-b8c9-e60ce887c4ba
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function,function vnf,1,0.0,2020.0,,9e3483a9-4e86-4e2d-b8c9-e60ce887c4ba
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function,network function virtual,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function,function virtual,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function,devic network function,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function,thing devic network,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function,internet thing,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",internet thing servic,network function vnf,1,0.0,2020.0,,26e02d69-198d-4bba-a8d7-68bca6b14fb7
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",devic network function,network function,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",devic network function,network function virtual,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",devic network function,function virtual,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",devic network function,thing devic network,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",devic network function,internet thing,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",thing devic network,network function,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",thing devic network,network function virtual,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",thing devic network,function virtual,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",thing devic network,devic network function,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",thing devic network,internet thing,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",time energi,edg time,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",time energi,mec network devic,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",time energi,mec network,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",time energi,edg time energi,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",time energi,network devic task,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",time energi,edg mec network,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",time energi,network devic,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",mec network,edg time,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",mec network,mec network devic,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",mec network,edg time energi,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",mec network,time energi,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",mec network,network devic task,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",mec network,edg mec network,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",mec network,network devic,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg time,mec network devic,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg time,mec network,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg time,edg time energi,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg time,time energi,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg time,network devic task,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg time,edg mec network,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg time,network devic,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg mec network,edg time,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg mec network,mec network devic,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg mec network,mec network,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg mec network,edg time energi,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg mec network,time energi,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg mec network,network devic task,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg mec network,network devic,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network devic,edg time,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network devic,mec network devic,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network devic,mec network,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network devic,edg time energi,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network devic,time energi,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network devic,network devic task,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network devic,edg mec network,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network devic task,edg time,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network devic task,mec network devic,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network devic task,mec network,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network devic task,edg time energi,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network devic task,time energi,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network devic task,edg mec network,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network devic task,network devic,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",mec network devic,edg time,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",mec network devic,mec network,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",mec network devic,edg time energi,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",mec network devic,time energi,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",mec network devic,network devic task,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",mec network devic,edg mec network,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",mec network devic,network devic,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg time energi,edg time,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg time energi,mec network devic,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg time energi,mec network,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg time energi,time energi,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg time energi,network devic task,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg time energi,edg mec network,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",edg time energi,network devic,1,0.0,2020.0,,70103d77-27ff-4d38-a0a2-d6206e264755
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network ann,data envelop,1,0.0,2021.0,,7ac3aa16-1dd1-4f9d-a979-bb83d2c7587c
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network ann,network ann model,1,0.0,2021.0,,7ac3aa16-1dd1-4f9d-a979-bb83d2c7587c
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network ann,dea model network,1,0.0,2021.0,,7ac3aa16-1dd1-4f9d-a979-bb83d2c7587c
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network ann,model network ann,1,0.0,2021.0,,7ac3aa16-1dd1-4f9d-a979-bb83d2c7587c
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network ann,capabl data,1,0.0,2021.0,,7ac3aa16-1dd1-4f9d-a979-bb83d2c7587c
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network ann model,data envelop,1,0.0,2020.0,,4d2126b2-821e-480f-a5a9-f5505302584d
