domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),paper machin,commun wireless,1,0.0,2021.0,,ab242119-8a3e-4833-8f30-58faeb9e7c02
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power gener system,power gener,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power gener system,system schedul,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power gener system,gener system,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power gener system,oper power gener,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system schedul power,power gener,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system schedul power,system schedul,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system schedul power,power gener system,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system schedul power,gener system,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system schedul power,oper power gener,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system schedul,system schedul power,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system schedul,power gener,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system schedul,power gener system,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system schedul,gener system,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system schedul,oper power gener,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),oper power gener,system schedul power,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),oper power gener,power gener,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),oper power gener,system schedul,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),oper power gener,power gener system,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),oper power gener,gener system,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),gener system,system schedul power,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),gener system,power gener,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),gener system,system schedul,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),gener system,power gener system,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),gener system,oper power gener,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power gener,system schedul power,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power gener,system schedul,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power gener,power gener system,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power gener,gener system,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power gener,oper power gener,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),radio coverag environ,radio coverag,1,0.0,2011.0,,116bb269-36fc-4edf-898b-3fe746a81ced
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),radio coverag environ,coverag environ,1,0.0,2011.0,,116bb269-36fc-4edf-898b-3fe746a81ced
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),radio coverag environ,femtocel highqual,1,0.0,2011.0,,116bb269-36fc-4edf-898b-3fe746a81ced
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),radio coverag environ,dens femtocel,1,0.0,2011.0,,116bb269-36fc-4edf-898b-3fe746a81ced
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),femtocel highqual,radio coverag,1,0.0,2011.0,,116bb269-36fc-4edf-898b-3fe746a81ced
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),femtocel highqual,coverag environ,1,0.0,2011.0,,116bb269-36fc-4edf-898b-3fe746a81ced
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),femtocel highqual,dens femtocel,1,0.0,2011.0,,116bb269-36fc-4edf-898b-3fe746a81ced
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),femtocel highqual,radio coverag environ,1,0.0,2011.0,,116bb269-36fc-4edf-898b-3fe746a81ced
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),radio coverag,coverag environ,1,0.0,2011.0,,116bb269-36fc-4edf-898b-3fe746a81ced
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),radio coverag,femtocel highqual,1,0.0,2011.0,,116bb269-36fc-4edf-898b-3fe746a81ced
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),radio coverag,dens femtocel,1,0.0,2011.0,,116bb269-36fc-4edf-898b-3fe746a81ced
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),radio coverag,radio coverag environ,1,0.0,2011.0,,116bb269-36fc-4edf-898b-3fe746a81ced
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),coverag environ,radio coverag,1,0.0,2011.0,,116bb269-36fc-4edf-898b-3fe746a81ced
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),coverag environ,femtocel highqual,1,0.0,2011.0,,116bb269-36fc-4edf-898b-3fe746a81ced
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),coverag environ,dens femtocel,1,0.0,2011.0,,116bb269-36fc-4edf-898b-3fe746a81ced
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),coverag environ,radio coverag environ,1,0.0,2011.0,,116bb269-36fc-4edf-898b-3fe746a81ced
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),dens femtocel,radio coverag,1,0.0,2011.0,,116bb269-36fc-4edf-898b-3fe746a81ced
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),dens femtocel,coverag environ,1,0.0,2011.0,,116bb269-36fc-4edf-898b-3fe746a81ced
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),dens femtocel,femtocel highqual,1,0.0,2011.0,,116bb269-36fc-4edf-898b-3fe746a81ced
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),dens femtocel,radio coverag environ,1,0.0,2011.0,,116bb269-36fc-4edf-898b-3fe746a81ced
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),environ lot,wireless sensor,1,0.0,2017.0,,73946347-07f1-430d-a63e-6d8efc8e78ae
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),environ lot,network tool,1,0.0,2017.0,,73946347-07f1-430d-a63e-6d8efc8e78ae
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),environ lot,wireless sensor network,1,0.0,2017.0,,73946347-07f1-430d-a63e-6d8efc8e78ae
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),environ lot,sensor network,1,0.0,2017.0,,73946347-07f1-430d-a63e-6d8efc8e78ae
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network tool,wireless sensor,1,0.0,2017.0,,73946347-07f1-430d-a63e-6d8efc8e78ae
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network tool,environ lot,1,0.0,2017.0,,73946347-07f1-430d-a63e-6d8efc8e78ae
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network tool,wireless sensor network,1,0.0,2017.0,,73946347-07f1-430d-a63e-6d8efc8e78ae
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network tool,sensor network,1,0.0,2017.0,,73946347-07f1-430d-a63e-6d8efc8e78ae
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),wireless sensor network,wireless sensor,1,0.0,2017.0,,73946347-07f1-430d-a63e-6d8efc8e78ae
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),wireless sensor network,environ lot,1,0.0,2017.0,,73946347-07f1-430d-a63e-6d8efc8e78ae
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),wireless sensor network,network tool,1,0.0,2017.0,,73946347-07f1-430d-a63e-6d8efc8e78ae
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),wireless sensor network,sensor network,1,0.0,2017.0,,73946347-07f1-430d-a63e-6d8efc8e78ae
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),wireless sensor,environ lot,1,0.0,2017.0,,73946347-07f1-430d-a63e-6d8efc8e78ae
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),wireless sensor,network tool,1,0.0,2017.0,,73946347-07f1-430d-a63e-6d8efc8e78ae
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),wireless sensor,wireless sensor network,1,0.0,2017.0,,73946347-07f1-430d-a63e-6d8efc8e78ae
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),wireless sensor,sensor network,1,0.0,2017.0,,73946347-07f1-430d-a63e-6d8efc8e78ae
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),sensor network,wireless sensor,1,0.0,2017.0,,73946347-07f1-430d-a63e-6d8efc8e78ae
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),sensor network,environ lot,1,0.0,2017.0,,73946347-07f1-430d-a63e-6d8efc8e78ae
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),sensor network,network tool,1,0.0,2017.0,,73946347-07f1-430d-a63e-6d8efc8e78ae
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),sensor network,wireless sensor network,1,0.0,2017.0,,73946347-07f1-430d-a63e-6d8efc8e78ae
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),techniqu power access,deploy techniqu,1,0.0,2017.0,,ea86e0b1-d9c5-4835-874c-47a64f352466
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),techniqu power access,network hetnet,1,0.0,2017.0,,ea86e0b1-d9c5-4835-874c-47a64f352466
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),techniqu power access,power access point,1,0.0,2017.0,,ea86e0b1-d9c5-4835-874c-47a64f352466
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),techniqu power access,techniqu power,1,0.0,2017.0,,ea86e0b1-d9c5-4835-874c-47a64f352466
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network hetnet,techniqu power access,1,0.0,2017.0,,ea86e0b1-d9c5-4835-874c-47a64f352466
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network hetnet,deploy techniqu,1,0.0,2017.0,,ea86e0b1-d9c5-4835-874c-47a64f352466
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network hetnet,power access point,1,0.0,2017.0,,ea86e0b1-d9c5-4835-874c-47a64f352466
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network hetnet,techniqu power,1,0.0,2017.0,,ea86e0b1-d9c5-4835-874c-47a64f352466
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),deploy techniqu,techniqu power access,1,0.0,2017.0,,ea86e0b1-d9c5-4835-874c-47a64f352466
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),deploy techniqu,network hetnet,1,0.0,2017.0,,ea86e0b1-d9c5-4835-874c-47a64f352466
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),deploy techniqu,power access point,1,0.0,2017.0,,ea86e0b1-d9c5-4835-874c-47a64f352466
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),deploy techniqu,techniqu power,1,0.0,2017.0,,ea86e0b1-d9c5-4835-874c-47a64f352466
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power access point,techniqu power access,1,0.0,2017.0,,ea86e0b1-d9c5-4835-874c-47a64f352466
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power access point,deploy techniqu,1,0.0,2017.0,,ea86e0b1-d9c5-4835-874c-47a64f352466
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power access point,network hetnet,1,0.0,2017.0,,ea86e0b1-d9c5-4835-874c-47a64f352466
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power access point,techniqu power,1,0.0,2017.0,,ea86e0b1-d9c5-4835-874c-47a64f352466
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),techniqu power,techniqu power access,1,0.0,2017.0,,ea86e0b1-d9c5-4835-874c-47a64f352466
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),techniqu power,deploy techniqu,1,0.0,2017.0,,ea86e0b1-d9c5-4835-874c-47a64f352466
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),techniqu power,network hetnet,1,0.0,2017.0,,ea86e0b1-d9c5-4835-874c-47a64f352466
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),techniqu power,power access point,1,0.0,2017.0,,ea86e0b1-d9c5-4835-874c-47a64f352466
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),channel model,dnn channel,1,0.0,2020.0,,a70864f8-c87b-42d2-ac83-2f7a21116769
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),channel model,fade channel,1,0.0,2020.0,,a70864f8-c87b-42d2-ac83-2f7a21116769
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),channel model,network dnn,1,0.0,2020.0,,a70864f8-c87b-42d2-ac83-2f7a21116769
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),channel model,paper network,1,0.0,2020.0,,a70864f8-c87b-42d2-ac83-2f7a21116769
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),paper network,channel model,1,0.0,2020.0,,a70864f8-c87b-42d2-ac83-2f7a21116769
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),paper network,dnn channel,1,0.0,2020.0,,a70864f8-c87b-42d2-ac83-2f7a21116769
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),paper network,fade channel,1,0.0,2020.0,,a70864f8-c87b-42d2-ac83-2f7a21116769
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),paper network,network dnn,1,0.0,2020.0,,a70864f8-c87b-42d2-ac83-2f7a21116769
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network dnn,channel model,1,0.0,2020.0,,a70864f8-c87b-42d2-ac83-2f7a21116769
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network dnn,dnn channel,1,0.0,2020.0,,a70864f8-c87b-42d2-ac83-2f7a21116769
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network dnn,fade channel,1,0.0,2020.0,,a70864f8-c87b-42d2-ac83-2f7a21116769
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network dnn,paper network,1,0.0,2020.0,,a70864f8-c87b-42d2-ac83-2f7a21116769
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),dnn channel,channel model,1,0.0,2020.0,,a70864f8-c87b-42d2-ac83-2f7a21116769
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),dnn channel,fade channel,1,0.0,2020.0,,a70864f8-c87b-42d2-ac83-2f7a21116769
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),dnn channel,network dnn,1,0.0,2020.0,,a70864f8-c87b-42d2-ac83-2f7a21116769
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),dnn channel,paper network,1,0.0,2020.0,,a70864f8-c87b-42d2-ac83-2f7a21116769
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),fade channel,channel model,1,0.0,2020.0,,a70864f8-c87b-42d2-ac83-2f7a21116769
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),fade channel,dnn channel,1,0.0,2020.0,,a70864f8-c87b-42d2-ac83-2f7a21116769
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),fade channel,network dnn,1,0.0,2020.0,,a70864f8-c87b-42d2-ac83-2f7a21116769
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),fade channel,paper network,1,0.0,2020.0,,a70864f8-c87b-42d2-ac83-2f7a21116769
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power grid energi,grid gener power,1,0.0,2013.0,,45a55182-e371-46b2-9437-a1a42bcf0a02
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power grid energi,gener power grid,1,0.0,2013.0,,45a55182-e371-46b2-9437-a1a42bcf0a02
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power grid energi,gener power,1,0.0,2013.0,,45a55182-e371-46b2-9437-a1a42bcf0a02
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),gener power,power grid energi,1,0.0,2013.0,,45a55182-e371-46b2-9437-a1a42bcf0a02
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),gener power,grid gener power,1,0.0,2013.0,,45a55182-e371-46b2-9437-a1a42bcf0a02
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),gener power,gener power grid,1,0.0,2013.0,,45a55182-e371-46b2-9437-a1a42bcf0a02
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),gener power grid,power grid energi,1,0.0,2013.0,,45a55182-e371-46b2-9437-a1a42bcf0a02
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),gener power grid,grid gener power,1,0.0,2013.0,,45a55182-e371-46b2-9437-a1a42bcf0a02
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),gener power grid,gener power,1,0.0,2013.0,,45a55182-e371-46b2-9437-a1a42bcf0a02
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),grid gener power,power grid energi,1,0.0,2013.0,,45a55182-e371-46b2-9437-a1a42bcf0a02
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),grid gener power,gener power grid,1,0.0,2013.0,,45a55182-e371-46b2-9437-a1a42bcf0a02
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),grid gener power,gener power,1,0.0,2013.0,,45a55182-e371-46b2-9437-a1a42bcf0a02
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),energi user,gener grid,1,0.0,2017.0,,1baacecf-23b6-46e1-bb07-fa3c276c4cfa
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),energi user,grid gener,1,0.0,2017.0,,1baacecf-23b6-46e1-bb07-fa3c276c4cfa
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),energi user,grid gener grid,1,0.0,2017.0,,1baacecf-23b6-46e1-bb07-fa3c276c4cfa
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),grid gener grid,gener grid,1,0.0,2017.0,,1baacecf-23b6-46e1-bb07-fa3c276c4cfa
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),grid gener grid,energi user,1,0.0,2017.0,,1baacecf-23b6-46e1-bb07-fa3c276c4cfa
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),grid gener grid,grid gener,1,0.0,2017.0,,1baacecf-23b6-46e1-bb07-fa3c276c4cfa
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),gener grid,energi user,1,0.0,2017.0,,1baacecf-23b6-46e1-bb07-fa3c276c4cfa
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),gener grid,grid gener,1,0.0,2017.0,,1baacecf-23b6-46e1-bb07-fa3c276c4cfa
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),gener grid,grid gener grid,1,0.0,2017.0,,1baacecf-23b6-46e1-bb07-fa3c276c4cfa
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),grid gener,gener grid,1,0.0,2017.0,,1baacecf-23b6-46e1-bb07-fa3c276c4cfa
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),grid gener,energi user,1,0.0,2017.0,,1baacecf-23b6-46e1-bb07-fa3c276c4cfa
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),grid gener,grid gener grid,1,0.0,2017.0,,1baacecf-23b6-46e1-bb07-fa3c276c4cfa
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),coverag area,macrocel coverag,1,0.0,2017.0,,9e6e2220-1789-4a1f-b877-fbd22e5405dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),coverag area,femtocel coverag,1,0.0,2017.0,,9e6e2220-1789-4a1f-b877-fbd22e5405dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),coverag area,network oper,1,0.0,2017.0,,9e6e2220-1789-4a1f-b877-fbd22e5405dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network oper,macrocel coverag,1,0.0,2017.0,,9e6e2220-1789-4a1f-b877-fbd22e5405dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network oper,coverag area,1,0.0,2017.0,,9e6e2220-1789-4a1f-b877-fbd22e5405dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network oper,femtocel coverag,1,0.0,2017.0,,9e6e2220-1789-4a1f-b877-fbd22e5405dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),femtocel coverag,macrocel coverag,1,0.0,2017.0,,9e6e2220-1789-4a1f-b877-fbd22e5405dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),femtocel coverag,coverag area,1,0.0,2017.0,,9e6e2220-1789-4a1f-b877-fbd22e5405dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),femtocel coverag,network oper,1,0.0,2017.0,,9e6e2220-1789-4a1f-b877-fbd22e5405dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),macrocel coverag,coverag area,1,0.0,2017.0,,9e6e2220-1789-4a1f-b877-fbd22e5405dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),macrocel coverag,femtocel coverag,1,0.0,2017.0,,9e6e2220-1789-4a1f-b877-fbd22e5405dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),macrocel coverag,network oper,1,0.0,2017.0,,9e6e2220-1789-4a1f-b877-fbd22e5405dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),congest wireless network,network caus system,1,0.0,2018.0,,0bb7a2cf-f9db-43fd-bc32-f3e307f514dd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),congest wireless network,router load,1,0.0,2018.0,,0bb7a2cf-f9db-43fd-bc32-f3e307f514dd
