domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),challeng minor,distribut data sampl,1,0.0,2011.0,,a7f41ff9-63f8-4a06-b715-39735006bc99
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),area scienc engin,applic area scienc,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),area scienc engin,tsf applic,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),area scienc engin,area scienc,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),area scienc engin,time seri inform,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),area scienc engin,forecast valu seri,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),area scienc engin,time seri tsf,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),applic area scienc,seri tsf applic,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),applic area scienc,time seri,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),applic area scienc,engin financ,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),applic area scienc,scienc engin,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),applic area scienc,area scienc engin,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),applic area scienc,tsf applic,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),applic area scienc,area scienc,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),applic area scienc,time seri inform,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),applic area scienc,forecast valu seri,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),applic area scienc,time seri tsf,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),area scienc,seri tsf applic,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),area scienc,time seri,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),area scienc,engin financ,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),area scienc,scienc engin,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),area scienc,area scienc engin,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),area scienc,applic area scienc,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),area scienc,tsf applic,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),area scienc,time seri inform,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),area scienc,forecast valu seri,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),area scienc,time seri tsf,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),seri tsf applic,time seri,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),seri tsf applic,engin financ,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),seri tsf applic,scienc engin,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),seri tsf applic,area scienc engin,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),seri tsf applic,applic area scienc,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),seri tsf applic,tsf applic,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),seri tsf applic,area scienc,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),seri tsf applic,time seri inform,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),seri tsf applic,forecast valu seri,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),seri tsf applic,time seri tsf,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),tsf applic,seri tsf applic,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),tsf applic,time seri,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),tsf applic,engin financ,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),tsf applic,scienc engin,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),tsf applic,area scienc engin,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),tsf applic,applic area scienc,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),tsf applic,area scienc,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),tsf applic,time seri inform,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),tsf applic,forecast valu seri,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),tsf applic,time seri tsf,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),forecast valu seri,time seri inform,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),forecast valu seri,seri tsf applic,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),forecast valu seri,time seri,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),forecast valu seri,time seri tsf,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),forecast valu seri,engin financ,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),forecast valu seri,scienc engin,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),forecast valu seri,area scienc engin,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),forecast valu seri,applic area scienc,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),forecast valu seri,tsf applic,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),forecast valu seri,area scienc,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri tsf,time seri inform,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri tsf,seri tsf applic,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri tsf,time seri,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri tsf,forecast valu seri,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri tsf,engin financ,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri tsf,scienc engin,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri tsf,area scienc engin,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri tsf,applic area scienc,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri tsf,tsf applic,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri tsf,area scienc,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri inform,seri tsf applic,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri inform,time seri,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri inform,forecast valu seri,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri inform,time seri tsf,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri inform,engin financ,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri inform,scienc engin,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri inform,area scienc engin,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri inform,applic area scienc,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri inform,tsf applic,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri inform,area scienc,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
