domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",paper spectrum,network signaltonois,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",hoc network,wireless network network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",hoc network,wireless network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",hoc network,network infrastructur network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",hoc network,network network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",hoc network,infrastructur network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",wireless network network,network infrastructur,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",wireless network network,hoc network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",wireless network network,network network infrastructur,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",wireless network network,wireless network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",wireless network network,network infrastructur network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",wireless network network,network network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",wireless network network,infrastructur network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network network infrastructur,network infrastructur,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network network infrastructur,hoc network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network network infrastructur,wireless network network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network network infrastructur,wireless network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network network infrastructur,network infrastructur network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network network infrastructur,network network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network network infrastructur,infrastructur network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network infrastructur network,network infrastructur,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network infrastructur network,hoc network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network infrastructur network,network network infrastructur,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network infrastructur network,wireless network network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network infrastructur network,wireless network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network infrastructur network,network network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network infrastructur network,infrastructur network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network network,network infrastructur,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network network,hoc network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network network,network network infrastructur,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network network,wireless network network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network network,wireless network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network network,network infrastructur network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network network,infrastructur network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",paper eigenvalu,spectrum scheme eigenvalu,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",paper eigenvalu,superposit approach spectrum,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",paper eigenvalu,superposit approach,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",paper eigenvalu,approach spectrum scheme,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",paper eigenvalu,spectrum scheme,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",paper eigenvalu,approach spectrum,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",superposit approach spectrum,spectrum scheme eigenvalu,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",superposit approach spectrum,superposit approach,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",superposit approach spectrum,paper eigenvalu,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",superposit approach spectrum,approach spectrum scheme,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",superposit approach spectrum,spectrum scheme,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",superposit approach spectrum,approach spectrum,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum scheme eigenvalu,superposit approach spectrum,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum scheme eigenvalu,superposit approach,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum scheme eigenvalu,paper eigenvalu,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum scheme eigenvalu,approach spectrum scheme,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum scheme eigenvalu,spectrum scheme,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum scheme eigenvalu,approach spectrum,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum scheme,spectrum scheme eigenvalu,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum scheme,superposit approach spectrum,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum scheme,superposit approach,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum scheme,paper eigenvalu,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum scheme,approach spectrum scheme,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum scheme,approach spectrum,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",approach spectrum,spectrum scheme eigenvalu,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",approach spectrum,superposit approach spectrum,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",approach spectrum,superposit approach,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",approach spectrum,paper eigenvalu,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",approach spectrum,approach spectrum scheme,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",approach spectrum,spectrum scheme,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",superposit approach,spectrum scheme eigenvalu,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",superposit approach,superposit approach spectrum,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",superposit approach,paper eigenvalu,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",superposit approach,approach spectrum scheme,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",superposit approach,spectrum scheme,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",superposit approach,approach spectrum,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",approach spectrum scheme,spectrum scheme eigenvalu,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",approach spectrum scheme,superposit approach spectrum,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",approach spectrum scheme,superposit approach,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",approach spectrum scheme,paper eigenvalu,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",approach spectrum scheme,spectrum scheme,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",approach spectrum scheme,approach spectrum,1,0.0,2014.0,,b646acc9-8d9d-4220-96ce-81a998bb43ac
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",dna cell,cancer dna death,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",dna cell,type cancer,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",dna cell,dna death,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",dna cell,skin cancer,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",dna cell,cancer dna,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",dna cell,cancer type,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",skin cancer,dna cell,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",skin cancer,cancer dna death,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",skin cancer,type cancer,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",skin cancer,dna death,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",skin cancer,cancer dna,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",skin cancer,cancer type,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",cancer type,dna cell,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",cancer type,cancer dna death,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",cancer type,type cancer,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",cancer type,dna death,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",cancer type,skin cancer,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",cancer type,cancer dna,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",type cancer,dna cell,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",type cancer,cancer dna death,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",type cancer,dna death,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",type cancer,skin cancer,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",type cancer,cancer dna,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",type cancer,cancer type,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",dna death,dna cell,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",dna death,cancer dna death,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",dna death,type cancer,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",dna death,skin cancer,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",dna death,cancer dna,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",dna death,cancer type,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",cancer dna death,dna cell,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",cancer dna death,type cancer,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",cancer dna death,dna death,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",cancer dna death,skin cancer,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",cancer dna death,cancer dna,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",cancer dna death,cancer type,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",cancer dna,dna cell,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",cancer dna,cancer dna death,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",cancer dna,type cancer,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",cancer dna,dna death,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",cancer dna,skin cancer,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",cancer dna,cancer type,1,0.0,2020.0,,5b7b988f-1c68-482e-840a-a20ec113bc64
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",human brain,brain tumor,1,0.0,2021.0,,edabe715-0d16-417f-8a76-87549824ce65
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",brain tumor,detect issu,1,0.0,2019.0,,c2168071-b84a-46e7-b361-081cddac9c45
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",brain tumor,tumor detect,1,0.0,2019.0,,c2168071-b84a-46e7-b361-081cddac9c45
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",brain tumor,brain tumor detect,1,0.0,2019.0,,c2168071-b84a-46e7-b361-081cddac9c45
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",brain tumor,human brain,1,0.0,2021.0,,edabe715-0d16-417f-8a76-87549824ce65
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",tumor detect,detect issu,1,0.0,2019.0,,c2168071-b84a-46e7-b361-081cddac9c45
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",tumor detect,brain tumor detect,1,0.0,2019.0,,c2168071-b84a-46e7-b361-081cddac9c45
