domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",algorithm sensor network,sensor network network,1,0.0,2017.0,,79a9916a-b993-4143-ad37-effbda0f5399
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network sink,lifetim data deliveri,1,0.0,2016.0,,9f2b8123-a083-448d-94da-99952c273508
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim data,network sink network,1,0.0,2016.0,,9f2b8123-a083-448d-94da-99952c273508
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim data,data deliveri,1,0.0,2016.0,,9f2b8123-a083-448d-94da-99952c273508
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim data,network sink,1,0.0,2016.0,,9f2b8123-a083-448d-94da-99952c273508
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim data,network lifetim data,1,0.0,2016.0,,9f2b8123-a083-448d-94da-99952c273508
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim data,wireless sensor,1,0.0,2016.0,,9f2b8123-a083-448d-94da-99952c273508
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim data,network lifetim,1,0.0,2016.0,,9f2b8123-a083-448d-94da-99952c273508
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim data,sensor network sink,1,0.0,2016.0,,9f2b8123-a083-448d-94da-99952c273508
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim data,wireless sensor network,1,0.0,2016.0,,9f2b8123-a083-448d-94da-99952c273508
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim data,sensor network,1,0.0,2016.0,,9f2b8123-a083-448d-94da-99952c273508
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim data,lifetim data deliveri,1,0.0,2016.0,,9f2b8123-a083-448d-94da-99952c273508
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network interfer,wireless sensor,1,0.0,2017.0,,164986f2-8e6e-4cb5-9faf-9eb9c6146c32
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network interfer,wireless sensor network,1,0.0,2017.0,,164986f2-8e6e-4cb5-9faf-9eb9c6146c32
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network interfer,sensor network interfer,1,0.0,2017.0,,164986f2-8e6e-4cb5-9faf-9eb9c6146c32
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network interfer,commun wireless sensor,1,0.0,2017.0,,164986f2-8e6e-4cb5-9faf-9eb9c6146c32
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network interfer,sensor network,1,0.0,2017.0,,164986f2-8e6e-4cb5-9faf-9eb9c6146c32
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network sensor,network sensor node,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network sensor,wireless sensor,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network sensor,network lifetim,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network sensor,lifetim coverag,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network sensor,wireless sensor network,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network sensor,sensor network,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network sensor,network lifetim coverag,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network sensor node,network sensor,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network sensor node,wireless sensor,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network sensor node,network lifetim,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network sensor node,lifetim coverag,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network sensor node,wireless sensor network,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network sensor node,sensor network,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network sensor node,network lifetim coverag,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network monitor,develop wireless sensor,1,0.0,2017.0,,bcbee09b-5493-453a-9986-6559fdc98691
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network monitor,wireless sensor,1,0.0,2017.0,,bcbee09b-5493-453a-9986-6559fdc98691
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network monitor,wireless sensor network,1,0.0,2017.0,,bcbee09b-5493-453a-9986-6559fdc98691
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network monitor,sensor network,1,0.0,2017.0,,bcbee09b-5493-453a-9986-6559fdc98691
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",develop wireless sensor,wireless sensor,1,0.0,2017.0,,bcbee09b-5493-453a-9986-6559fdc98691
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",develop wireless sensor,sensor network monitor,1,0.0,2017.0,,bcbee09b-5493-453a-9986-6559fdc98691
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",develop wireless sensor,wireless sensor network,1,0.0,2017.0,,bcbee09b-5493-453a-9986-6559fdc98691
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",develop wireless sensor,sensor network,1,0.0,2017.0,,bcbee09b-5493-453a-9986-6559fdc98691
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless network channel,data deliveri,1,0.0,2017.0,,cba7e150-7499-4558-af74-c4a49cfc583e
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless network channel,highthroughput data,1,0.0,2017.0,,cba7e150-7499-4558-af74-c4a49cfc583e
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless network channel,multichannel wireless network,1,0.0,2017.0,,cba7e150-7499-4558-af74-c4a49cfc583e
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless network channel,highthroughput data deliveri,1,0.0,2017.0,,cba7e150-7499-4558-af74-c4a49cfc583e
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",multichannel wireless network,data deliveri,1,0.0,2017.0,,cba7e150-7499-4558-af74-c4a49cfc583e
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",multichannel wireless network,highthroughput data,1,0.0,2017.0,,cba7e150-7499-4558-af74-c4a49cfc583e
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",multichannel wireless network,wireless network channel,1,0.0,2017.0,,cba7e150-7499-4558-af74-c4a49cfc583e
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",multichannel wireless network,highthroughput data deliveri,1,0.0,2017.0,,cba7e150-7499-4558-af74-c4a49cfc583e
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi node,energi technolog,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi node,wireless sensor,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi node,sensor network energi,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi node,network energi node,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi node,wireless sensor network,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi node,sensor network,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network energi,energi technolog,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network energi,energi node,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network energi,wireless sensor,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network energi,network energi node,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network energi,wireless sensor network,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network energi,sensor network,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi technolog,energi node,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi technolog,wireless sensor,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi technolog,sensor network energi,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi technolog,network energi node,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi technolog,wireless sensor network,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi technolog,sensor network,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network energi node,energi technolog,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network energi node,energi node,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network energi node,wireless sensor,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network energi node,sensor network energi,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network energi node,wireless sensor network,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network energi node,sensor network,1,0.0,2017.0,,03043937-206f-4858-a5f2-2e53ae367132
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network network,algorithm sensor network,1,0.0,2017.0,,79a9916a-b993-4143-ad37-effbda0f5399
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network network,sensor network network,1,0.0,2017.0,,79a9916a-b993-4143-ad37-effbda0f5399
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network network,network lifetim,1,0.0,2017.0,,79a9916a-b993-4143-ad37-effbda0f5399
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network network,network network lifetim,1,0.0,2017.0,,79a9916a-b993-4143-ad37-effbda0f5399
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network network,sensor network,1,0.0,2017.0,,79a9916a-b993-4143-ad37-effbda0f5399
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",coverag problem sensor,problem sensor,1,0.0,2017.0,,b30519d7-b38b-4071-af24-ed89fce24669
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",coverag problem sensor,sensor network present,1,0.0,2017.0,,b30519d7-b38b-4071-af24-ed89fce24669
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",coverag problem sensor,problem sensor network,1,0.0,2017.0,,b30519d7-b38b-4071-af24-ed89fce24669
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless network select,wireless network,1,0.0,2018.0,,bd9492b9-ca19-4c8d-81d7-d9b0f191aae2
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless network select,radio wireless,1,0.0,2018.0,,bd9492b9-ca19-4c8d-81d7-d9b0f191aae2
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",radio wireless,wireless network,1,0.0,2018.0,,bd9492b9-ca19-4c8d-81d7-d9b0f191aae2
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",radio wireless,wireless network select,1,0.0,2018.0,,bd9492b9-ca19-4c8d-81d7-d9b0f191aae2
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",access network,wireless network,1,0.0,2019.0,,2f8204d4-e0c7-4f79-8bec-34e63f870381
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",access network,wireless network node,1,0.0,2019.0,,2f8204d4-e0c7-4f79-8bec-34e63f870381
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",access network,network node,1,0.0,2019.0,,2f8204d4-e0c7-4f79-8bec-34e63f870381
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",strategi wireless sensor,wireless sensor,1,0.0,2019.0,,c83b561f-2811-4210-9a10-d27685ff7d33
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",strategi wireless sensor,delay network lifetim,1,0.0,2019.0,,c83b561f-2811-4210-9a10-d27685ff7d33
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",strategi wireless sensor,wireless sensor network,1,0.0,2019.0,,c83b561f-2811-4210-9a10-d27685ff7d33
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",strategi wireless sensor,sensor network,1,0.0,2019.0,,c83b561f-2811-4210-9a10-d27685ff7d33
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network ehwsn,energi wireless sensor,1,0.0,2020.0,,44286624-5946-40cc-95be-25065bb1f215
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network ehwsn,wireless sensor,1,0.0,2020.0,,44286624-5946-40cc-95be-25065bb1f215
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network ehwsn,wireless sensor network,1,0.0,2020.0,,44286624-5946-40cc-95be-25065bb1f215
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network ehwsn,energi wireless,1,0.0,2020.0,,44286624-5946-40cc-95be-25065bb1f215
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi wireless,energi wireless sensor,1,0.0,2020.0,,44286624-5946-40cc-95be-25065bb1f215
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi wireless,sensor network ehwsn,1,0.0,2020.0,,44286624-5946-40cc-95be-25065bb1f215
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi wireless,wireless sensor,1,0.0,2020.0,,44286624-5946-40cc-95be-25065bb1f215
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi wireless,wireless sensor network,1,0.0,2020.0,,44286624-5946-40cc-95be-25065bb1f215
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",data bodi sensor,sensor devic wireless,1,0.0,2019.0,,25a24282-e218-4c61-802e-16cfd57ad112
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",data bodi sensor,bodi area network,1,0.0,2019.0,,25a24282-e218-4c61-802e-16cfd57ad112
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",data bodi sensor,sensor devic,1,0.0,2019.0,,25a24282-e218-4c61-802e-16cfd57ad112
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",data bodi sensor,devic wireless,1,0.0,2019.0,,25a24282-e218-4c61-802e-16cfd57ad112
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",bodi area network,data bodi sensor,1,0.0,2019.0,,25a24282-e218-4c61-802e-16cfd57ad112
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",bodi area network,sensor devic wireless,1,0.0,2019.0,,25a24282-e218-4c61-802e-16cfd57ad112
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",bodi area network,sensor devic,1,0.0,2019.0,,25a24282-e218-4c61-802e-16cfd57ad112
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",bodi area network,devic wireless,1,0.0,2019.0,,25a24282-e218-4c61-802e-16cfd57ad112
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor devic,data bodi sensor,1,0.0,2019.0,,25a24282-e218-4c61-802e-16cfd57ad112
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor devic,sensor devic wireless,1,0.0,2019.0,,25a24282-e218-4c61-802e-16cfd57ad112
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor devic,bodi area network,1,0.0,2019.0,,25a24282-e218-4c61-802e-16cfd57ad112
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor devic,devic wireless,1,0.0,2019.0,,25a24282-e218-4c61-802e-16cfd57ad112
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor devic,sensor network delaydeadlin,1,0.0,2020.0,,9dd21053-6ac1-429e-bab4-34817133f334
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor devic,problem lifetim sensor,1,0.0,2020.0,,9dd21053-6ac1-429e-bab4-34817133f334
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor devic,lifetim sensor network,1,0.0,2020.0,,9dd21053-6ac1-429e-bab4-34817133f334
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor devic,lifetim sensor,1,0.0,2020.0,,9dd21053-6ac1-429e-bab4-34817133f334
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",devic wireless,data bodi sensor,1,0.0,2019.0,,25a24282-e218-4c61-802e-16cfd57ad112
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",devic wireless,sensor devic wireless,1,0.0,2019.0,,25a24282-e218-4c61-802e-16cfd57ad112
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",devic wireless,bodi area network,1,0.0,2019.0,,25a24282-e218-4c61-802e-16cfd57ad112
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",devic wireless,sensor devic,1,0.0,2019.0,,25a24282-e218-4c61-802e-16cfd57ad112
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor devic wireless,data bodi sensor,1,0.0,2019.0,,25a24282-e218-4c61-802e-16cfd57ad112
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor devic wireless,bodi area network,1,0.0,2019.0,,25a24282-e218-4c61-802e-16cfd57ad112
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor devic wireless,sensor devic,1,0.0,2019.0,,25a24282-e218-4c61-802e-16cfd57ad112
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor devic wireless,devic wireless,1,0.0,2019.0,,25a24282-e218-4c61-802e-16cfd57ad112
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim sensor,sensor network delaydeadlin,1,0.0,2020.0,,9dd21053-6ac1-429e-bab4-34817133f334
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim sensor,problem lifetim sensor,1,0.0,2020.0,,9dd21053-6ac1-429e-bab4-34817133f334
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim sensor,lifetim sensor network,1,0.0,2020.0,,9dd21053-6ac1-429e-bab4-34817133f334
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim sensor,sensor devic,1,0.0,2020.0,,9dd21053-6ac1-429e-bab4-34817133f334
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",problem lifetim sensor,sensor network delaydeadlin,1,0.0,2020.0,,9dd21053-6ac1-429e-bab4-34817133f334
