domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),activ video,onlin learner activ,1,0.0,2019.0,,428bd7ba-2232-4dd4-b1c2-8fbb1905997d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),student cours,cours problem,1,0.0,2015.0,,c34d89d4-a394-4805-a500-4bebc99da1c5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),student cours,dropoutpron student,1,0.0,2015.0,,c34d89d4-a394-4805-a500-4bebc99da1c5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),student cours,institut educ,1,0.0,2015.0,,c34d89d4-a394-4805-a500-4bebc99da1c5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),institut educ,cours problem,1,0.0,2015.0,,c34d89d4-a394-4805-a500-4bebc99da1c5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),institut educ,dropoutpron student,1,0.0,2015.0,,c34d89d4-a394-4805-a500-4bebc99da1c5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),institut educ,student cours,1,0.0,2015.0,,c34d89d4-a394-4805-a500-4bebc99da1c5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),cours problem,dropoutpron student,1,0.0,2015.0,,c34d89d4-a394-4805-a500-4bebc99da1c5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),cours problem,student cours,1,0.0,2015.0,,c34d89d4-a394-4805-a500-4bebc99da1c5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),cours problem,institut educ,1,0.0,2015.0,,c34d89d4-a394-4805-a500-4bebc99da1c5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),dropoutpron student,cours problem,1,0.0,2015.0,,c34d89d4-a394-4805-a500-4bebc99da1c5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),dropoutpron student,student cours,1,0.0,2015.0,,c34d89d4-a394-4805-a500-4bebc99da1c5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),dropoutpron student,institut educ,1,0.0,2015.0,,c34d89d4-a394-4805-a500-4bebc99da1c5
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),student algorithm data,data structur,1,0.0,2018.0,,e677d703-17ab-4d51-9f46-44bc618799d9
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),student algorithm data,algorithm data,1,0.0,2018.0,,e677d703-17ab-4d51-9f46-44bc618799d9
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),student algorithm data,student algorithm,1,0.0,2018.0,,e677d703-17ab-4d51-9f46-44bc618799d9
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),algorithm data,data structur,1,0.0,2018.0,,e677d703-17ab-4d51-9f46-44bc618799d9
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),algorithm data,student algorithm data,1,0.0,2018.0,,e677d703-17ab-4d51-9f46-44bc618799d9
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),algorithm data,student algorithm,1,0.0,2018.0,,e677d703-17ab-4d51-9f46-44bc618799d9
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),student algorithm,data structur,1,0.0,2018.0,,e677d703-17ab-4d51-9f46-44bc618799d9
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),student algorithm,algorithm data,1,0.0,2018.0,,e677d703-17ab-4d51-9f46-44bc618799d9
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),student algorithm,student algorithm data,1,0.0,2018.0,,e677d703-17ab-4d51-9f46-44bc618799d9
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),data structur,algorithm data,1,0.0,2018.0,,e677d703-17ab-4d51-9f46-44bc618799d9
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),data structur,student algorithm data,1,0.0,2018.0,,e677d703-17ab-4d51-9f46-44bc618799d9
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),data structur,student algorithm,1,0.0,2018.0,,e677d703-17ab-4d51-9f46-44bc618799d9
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),comput tomographi,task comput,1,0.0,2020.0,,adba5566-a0a6-479f-bb5e-696ead805a97
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),comput tomographi,lung segment,1,0.0,2020.0,,adba5566-a0a6-479f-bb5e-696ead805a97
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),comput tomographi,segment task,1,0.0,2020.0,,adba5566-a0a6-479f-bb5e-696ead805a97
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),lung segment,task comput,1,0.0,2020.0,,adba5566-a0a6-479f-bb5e-696ead805a97
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),lung segment,segment task,1,0.0,2020.0,,adba5566-a0a6-479f-bb5e-696ead805a97
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),lung segment,comput tomographi,1,0.0,2020.0,,adba5566-a0a6-479f-bb5e-696ead805a97
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),task comput,lung segment,1,0.0,2020.0,,adba5566-a0a6-479f-bb5e-696ead805a97
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),task comput,segment task,1,0.0,2020.0,,adba5566-a0a6-479f-bb5e-696ead805a97
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),task comput,comput tomographi,1,0.0,2020.0,,adba5566-a0a6-479f-bb5e-696ead805a97
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),segment task,task comput,1,0.0,2020.0,,adba5566-a0a6-479f-bb5e-696ead805a97
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),segment task,lung segment,1,0.0,2020.0,,adba5566-a0a6-479f-bb5e-696ead805a97
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),segment task,comput tomographi,1,0.0,2020.0,,adba5566-a0a6-479f-bb5e-696ead805a97
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),support system,face recognit safeti,1,0.0,2013.0,,0e329df7-cb6f-4266-bba2-92769101e465
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),support system,system surveil,1,0.0,2013.0,,0e329df7-cb6f-4266-bba2-92769101e465
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),face recognit safeti,support system,1,0.0,2013.0,,0e329df7-cb6f-4266-bba2-92769101e465
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),face recognit safeti,system surveil,1,0.0,2013.0,,0e329df7-cb6f-4266-bba2-92769101e465
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),system surveil,support system,1,0.0,2013.0,,0e329df7-cb6f-4266-bba2-92769101e465
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),system surveil,face recognit safeti,1,0.0,2013.0,,0e329df7-cb6f-4266-bba2-92769101e465
