domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),energi electr suppli,transit energi electr,1,0.0,2017.0,,25fca553-98eb-460c-9b88-5f44b5a014da
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid power,power grid,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid power,grid power grid,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid power,mainstream power grid,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid concept,mainstream power,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid concept,grid power,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid concept,power grid,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid concept,power grid power,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid concept,grid power grid,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid concept,mainstream power grid,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),mainstream power grid,grid concept,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),mainstream power grid,mainstream power,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),mainstream power grid,grid power,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),mainstream power grid,power grid,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),mainstream power grid,power grid power,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),mainstream power grid,grid power grid,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid power grid,grid concept,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid power grid,mainstream power,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid power grid,grid power,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid power grid,power grid,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid power grid,power grid power,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid power grid,mainstream power grid,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power crisi electr,convers power grid,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power crisi electr,power grid grid,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power crisi electr,power grid,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power crisi electr,grid grid,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power crisi electr,tool power,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power crisi electr,convers power,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),convers power,convers power grid,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),convers power,power crisi electr,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),convers power,power grid grid,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),convers power,power grid,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),convers power,grid grid,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),convers power,tool power,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),tool power,convers power grid,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),tool power,power crisi electr,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),tool power,power grid grid,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),tool power,power grid,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),tool power,grid grid,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),tool power,convers power,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system challeng oper,natur power,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system challeng oper,power system penetr,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system challeng oper,power system,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system challeng oper,system penetr,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system challeng oper,system challeng,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system challeng oper,natur power system,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system challeng,natur power,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system challeng,power system penetr,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system challeng,power system,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system challeng,system penetr,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system challeng,system challeng oper,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system challeng,natur power system,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system,natur power,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system,power system penetr,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system,system penetr,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system,system challeng oper,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system,system challeng,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system,natur power system,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system,type energi,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system,system type energi,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system,energi technolog,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system,deploy power system,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system,deploy power,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system,system type,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system,power system type,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),natur power,power system penetr,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),natur power,power system,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),natur power,system penetr,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),natur power,system challeng oper,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),natur power,system challeng,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),natur power,natur power system,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system penetr,natur power,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system penetr,power system,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system penetr,system penetr,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system penetr,system challeng oper,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system penetr,system challeng,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system penetr,natur power system,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system penetr,natur power,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system penetr,power system penetr,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system penetr,power system,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system penetr,system challeng oper,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system penetr,system challeng,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system penetr,natur power system,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),natur power system,natur power,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),natur power system,power system penetr,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),natur power system,power system,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),natur power system,system penetr,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),natur power system,system challeng oper,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),natur power system,system challeng,1,0.0,2020.0,,accf73e9-0080-45bc-9780-9ebd99acf8e5
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system type,type energi,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system type,system type energi,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system type,energi technolog,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system type,deploy power system,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system type,power system,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system type,deploy power,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power system type,system type,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),deploy power,type energi,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),deploy power,system type energi,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),deploy power,energi technolog,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),deploy power,deploy power system,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),deploy power,power system,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),deploy power,system type,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),deploy power,power system type,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),type energi,system type energi,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),type energi,energi technolog,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),type energi,deploy power system,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),type energi,power system,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),type energi,deploy power,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),type energi,system type,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),type energi,power system type,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),energi technolog,type energi,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),energi technolog,system type energi,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),energi technolog,deploy power system,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),energi technolog,power system,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),energi technolog,deploy power,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),energi technolog,system type,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),energi technolog,power system type,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system type energi,type energi,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system type energi,energi technolog,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system type energi,deploy power system,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system type energi,power system,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system type energi,deploy power,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system type energi,system type,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system type energi,power system type,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),deploy power system,type energi,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),deploy power system,system type energi,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),deploy power system,energi technolog,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),deploy power system,power system,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),deploy power system,deploy power,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),deploy power system,system type,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),deploy power system,power system type,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system type,type energi,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system type,system type energi,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system type,energi technolog,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system type,deploy power system,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system type,power system,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system type,deploy power,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system type,power system type,1,0.0,2021.0,,116aaa7c-8a9f-47f9-b939-e8c0106363c1
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr access,energi sourc,1,0.0,2020.0,,af19e5f3-8c1f-4b3f-8562-29e9de21e1ed
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr gener system,energi sourc,1,0.0,2015.0,,58dc24c3-47b2-4e04-9de9-d7efd8fb6368
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr gener system,paper electr,1,0.0,2015.0,,58dc24c3-47b2-4e04-9de9-d7efd8fb6368
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr gener system,system energi sourc,1,0.0,2015.0,,58dc24c3-47b2-4e04-9de9-d7efd8fb6368
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr gener system,sourc demand,1,0.0,2015.0,,58dc24c3-47b2-4e04-9de9-d7efd8fb6368
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr gener system,electr gener,1,0.0,2015.0,,58dc24c3-47b2-4e04-9de9-d7efd8fb6368
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr gener system,energi sourc demand,1,0.0,2015.0,,58dc24c3-47b2-4e04-9de9-d7efd8fb6368
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),electr gener system,gener system energi,1,0.0,2015.0,,58dc24c3-47b2-4e04-9de9-d7efd8fb6368
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),paper electr,energi sourc,1,0.0,2015.0,,58dc24c3-47b2-4e04-9de9-d7efd8fb6368
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),paper electr,system energi sourc,1,0.0,2015.0,,58dc24c3-47b2-4e04-9de9-d7efd8fb6368
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),paper electr,sourc demand,1,0.0,2015.0,,58dc24c3-47b2-4e04-9de9-d7efd8fb6368
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),paper electr,electr gener,1,0.0,2015.0,,58dc24c3-47b2-4e04-9de9-d7efd8fb6368
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),paper electr,energi sourc demand,1,0.0,2015.0,,58dc24c3-47b2-4e04-9de9-d7efd8fb6368
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),paper electr,gener system energi,1,0.0,2015.0,,58dc24c3-47b2-4e04-9de9-d7efd8fb6368
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),paper electr,electr gener system,1,0.0,2015.0,,58dc24c3-47b2-4e04-9de9-d7efd8fb6368
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),energi sourc demand,energi sourc,1,0.0,2015.0,,58dc24c3-47b2-4e04-9de9-d7efd8fb6368
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),energi sourc demand,paper electr,1,0.0,2015.0,,58dc24c3-47b2-4e04-9de9-d7efd8fb6368
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),energi sourc demand,system energi sourc,1,0.0,2015.0,,58dc24c3-47b2-4e04-9de9-d7efd8fb6368
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),energi sourc demand,sourc demand,1,0.0,2015.0,,58dc24c3-47b2-4e04-9de9-d7efd8fb6368
